#Compiled by SeeTweet 2.2.5.
#Search performed at 2017-06-10 00:34
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: "hot+outside"
day,year,month,date,hour,minute,second,source,city,state,lat,long,uid,tid,center,incl
Fri,2017,6,09,18,05,27,citystate,new orleans,la,29.9546482,-90.075072,234575527,873239633919979521,0,1
Fri,2017,6,09,18,04,35,citystate,new orleans,la,29.9546482,-90.075072,714953728495734784,873239417460314113,0,1
Fri,2017,6,09,18,04,28,citystate,phoenix,az,33.4483771,-112.0740373,785816905,873239387294752768,0,1
Fri,2017,6,09,18,03,25,citystate,new orleans,la,29.9546482,-90.075072,714953728495734784,873239123347349505,0,1
Fri,2017,6,09,18,02,04,citystate,lexington,ky,37.9886892,-84.4777153,220145412,873238781779992576,0,1
Fri,2017,6,09,18,01,43,failure,NA,NA,NA,NA,2468615399,87323869518858240,0,1
Fri,2017,6,09,17,59,10,failure,NA,NA,NA,NA,158748447,87323805413537382,0,1
Fri,2017,6,09,17,58,07,failure,NA,NA,NA,NA,317546129,87323778740269875,0,1
Fri,2017,6,09,17,49,08,failure,NA,NA,NA,NA,320535874,87323552978931302,0,1
Fri,2017,6,09,17,49,00,failure,NA,NA,NA,NA,3282722508,87323549479623884,0,1
Fri,2017,6,09,17,43,15,citystate,chicago,il,41.850033,-87.6500523,1898844096,873234048415649793,0,1
Fri,2017,6,09,17,33,42,failure,NA,NA,NA,NA,763016389028438017,87323164487394099,0,1
Fri,2017,6,09,17,27,53,citystate,tucson,az,32.2217429,-110.926479,554685518,873230179820126208,0,1
Fri,2017,6,09,17,23,18,citystate,homewood,al,31.3696119,-87.5994351,36565978,873229025967296512,0,1
Fri,2017,6,09,17,21,10,citystate,cleveland,oh,41.4994954,-81.6954088,408676316,873228488626581504,0,1
Fri,2017,6,09,17,01,11,citystate,albuquerque,nm,35.0844909,-106.6511367,862278196431011842,873223459656024064,0,1
Fri,2017,6,09,16,58,42,citystate,bismarck,nd,46.8083268,-100.7837392,310396118,873222834264387585,0,1
Fri,2017,6,09,16,58,12,failure,NA,NA,NA,NA,41944578,87322271244507545,0,1
Fri,2017,6,09,16,53,44,failure,NA,NA,NA,NA,556058994,87322158585081446,0,1
Fri,2017,6,09,16,48,04,citystate,memphis,tn,35.1495343,-90.0489801,311670799,873220161297408001,0,1
Fri,2017,6,09,16,37,58,citystate,orlando,fl,28.5383355,-81.3792365,66189667,873217617003249667,0,1
